brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,normalized_used_price,normalized_new_price
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,6.0,4000.0,192.0,2020,91,4.905496975972951,5.520380334242002
Huawei,Android,15.37,yes,yes,10.5,16.0,64.0,6.0,4000.0,182.0,2020,299,4.820442842921731,5.396033740054106
Huawei,Android,15.32,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020,354,4.577901758833898,5.5580242571692935
Huawei,Android,15.32,yes,no,10.5,16.0,128.0,4.0,4000.0,163.0,2020,306,4.872828106608945,5.478970866241294
Huawei,Android,20.32,yes,no,5.0,2.0,16.0,2.0,5100.0,310.0,2020,231,4.1705337005796475,4.598246270915268
Huawei,Android,15.37,yes,yes,10.5,16.0,128.0,8.0,4000.0,189.0,2020,205,4.709440107163888,5.765661211702066
Huawei,Android,25.5,yes,no,8.0,8.0,64.0,4.0,7250.0,450.0,2020,211,5.13308888718026,5.518777320233045
Huawei,Android,16.71,yes,yes,10.5,16.0,256.0,8.0,4200.0,226.0,2020,120,6.153455837428686,7.244220372720696
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,161,4.6443908991413725,5.068149200296863
Huawei,Android,25.6,yes,yes,13.0,8.0,128.0,6.0,7250.0,460.0,2020,139,5.182457480453501,6.310336372631051
Huawei,Android,16.23,yes,no,10.5,8.0,64.0,4.0,4000.0,176.0,2020,93,4.3221439250725044,4.953429820325477
Huawei,Android,16.74,yes,no,13.0,16.0,128.0,6.0,4000.0,206.0,2019,460,5.06543908613693,5.6724293969981785
Huawei,Android,15.34,yes,no,13.0,16.0,128.0,8.0,4200.0,183.0,2019,223,4.931375613110624,5.634110801406882
Huawei,Android,25.6,yes,no,13.0,8.0,128.0,6.0,7250.0,460.0,2019,256,4.997685134920627,6.107267846601526
Huawei,Android,15.9,yes,no,13.0,32.0,64.0,6.0,4000.0,178.0,2019,206,4.996536369716754,5.294560317670324
Huawei,Android,15.32,yes,no,13.0,16.0,64.0,6.0,4000.0,163.0,2019,488,4.537426533901572,5.306731865149055
Huawei,Android,16.23,yes,no,13.0,8.0,64.0,4.0,4000.0,176.0,2019,516,4.705286977322864,5.010968571886377
Huawei,Android,16.59,yes,yes,13.0,16.0,512.0,12.0,4500.0,198.0,2019,289,5.674182004879911,7.438006988573229
Huawei,Android,16.81,yes,yes,13.0,16.0,128.0,6.0,4200.0,196.0,2019,477,5.380450196086559,6.47726462786842
Huawei,Android,16.81,yes,no,13.0,16.0,128.0,6.0,4200.0,196.0,2019,195,5.014826498714724,6.313729189289999
Huawei,Android,15.9,yes,no,13.0,32.0,128.0,6.0,4000.0,178.0,2019,244,5.143474780742367,5.670294630495212
Huawei,Android,16.74,yes,no,13.0,16.0,128.0,4.0,4000.0,163.5,2019,376,4.83929324134531,5.25028191750948
Huawei,Android,25.6,yes,no,13.0,8.0,64.0,4.0,7500.0,498.0,2019,205,4.93662988078576,5.7047819749892845
Huawei,Android,20.42,yes,no,13.0,8.0,128.0,6.0,6100.0,340.0,2019,406,5.294259143087182,5.856932654149876
Huawei,Android,20.42,yes,no,13.0,8.0,64.0,4.0,6100.0,320.0,2019,462,5.001190835268256,5.556287375014292
Huawei,Android,16.23,yes,no,13.0,32.0,128.0,8.0,3500.0,171.0,2019,333,5.428204627382459,5.96524890028957
Huawei,Android,16.23,yes,no,13.0,32.0,128.0,8.0,3500.0,171.0,2019,284,5.3785600542242396,5.88552052791174
Huawei,Android,15.34,yes,no,13.0,24.0,128.0,6.0,4000.0,178.0,2019,202,5.05885386636673,5.562948290969064
Huawei,Android,15.34,yes,no,13.0,16.0,64.0,4.0,4000.0,178.0,2019,445,5.043683148142456,5.637785112149048
Huawei,Android,16.74,yes,no,13.0,16.0,64.0,4.0,4000.0,196.8,2019,375,4.607467545036775,5.638105527980331
Huawei,Android,10.16,no,no,5.0,2.0,16.0,4.0,1700.0,136.1,2014,666,3.5793435670456293,4.703113260318055
Huawei,Android,17.78,no,no,3.15,0.3,8.0,1.0,4100.0,350.0,2013,819,3.9822950584134778,5.01655109452556
Infinix,Android,17.32,yes,no,,8.0,32.0,2.0,6000.0,209.0,2020,245,4.28206816830505,4.5976419195673
Infinix,Android,15.39,yes,no,,8.0,64.0,4.0,5000.0,185.0,2020,173,4.363608049149864,4.711779921046349
Infinix,Android,15.39,yes,no,,8.0,32.0,2.0,5000.0,185.0,2020,256,4.181439269073034,4.505460341839079
Infinix,Android,15.39,yes,no,,16.0,32.0,3.0,4000.0,178.0,2019,316,4.555244377218366,4.602165676967792
Infinix,Android,15.29,yes,no,,16.0,32.0,2.0,4000.0,165.0,2019,468,4.416669578117421,4.871296595474155
Lava,Android,14.5,yes,no,,5.0,32.0,2.0,3200.0,150.0,2020,356,3.9899095440852173,4.381026134340298
Lava,Android,12.7,no,no,5.0,0.3,8.0,0.5,3000.0,147.6,2016,819,3.49559805708364,4.113002744040634
Lenovo,Android,25.43,yes,no,8.0,5.0,32.0,3.0,7000.0,520.0,2020,233,4.726768157735579,5.201365840471587
Lenovo,Android,25.43,no,no,8.0,5.0,64.0,4.0,7000.0,580.0,2019,419,5.214881408306002,5.775141433638012
Lenovo,Android,15.47,yes,no,8.0,5.0,16.0,2.0,4000.0,172.0,2019,267,3.9406104622800586,4.591071261608589
Lenovo,Android,20.32,yes,no,13.0,5.0,16.0,2.0,5100.0,305.0,2019,461,4.779375562179788,5.066133070581678
Lenovo,Android,20.32,yes,no,5.0,2.0,16.0,2.0,5000.0,305.0,2019,423,4.463721822403716,4.93806460126142
Lenovo,Android,17.78,yes,no,2.0,2.0,32.0,1.0,3590.0,236.0,2019,528,3.8960968548778867,4.606768907351788
Lenovo,Android,16.23,yes,no,8.0,16.0,64.0,6.0,4000.0,159.0,2019,254,4.423648309364701,5.524974737162043
Lenovo,Android,16.23,yes,yes,8.0,32.0,128.0,6.0,4000.0,185.0,2019,370,5.342812606434588,5.992264227278547
Lenovo,Android,15.32,yes,no,8.0,16.0,64.0,4.0,4050.0,164.0,2019,482,4.676839472678451,5.062468442736273
Lenovo,Android,25.43,yes,no,8.0,8.0,16.0,2.0,8400.0,655.0,2016,691,5.0561821090522265,5.191233143938362
LG,Android,16.59,yes,no,5.0,16.0,64.0,4.0,4000.0,196.5,2020,273,4.879082894353873,5.601491317767735
LG,Android,15.44,yes,no,5.0,13.0,64.0,3.0,4000.0,219.0,2020,349,4.350148895775859,5.299466705804558
LG,Others,5.28,yes,no,2.0,13.0,8.0,1.0,1470.0,127.0,2020,343,3.875566468417531,5.015689168398935
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,218.0,2020,352,4.73444252169223,6.768240306107501
LG,Android,15.44,yes,yes,5.0,10.0,128.0,8.0,5000.0,213.0,2020,142,5.476463551931511,6.550794579933587
LG,Android,15.37,yes,no,5.0,13.0,32.0,3.0,4000.0,196.5,2020,92,4.636959508477498,5.481430276805893
LG,Android,14.5,yes,no,8.0,8.0,32.0,3.0,3450.0,170.0,2020,166,4.230767603331745,4.8706833336688105
LG,Android,25.43,yes,no,8.0,5.0,32.0,4.0,8200.0,498.0,2019,329,4.709620287344555,5.829533679961761
LG,Android,15.34,yes,yes,8.0,32.0,256.0,8.0,4000.0,192.0,2019,383,5.467680322177599,7.003174543745573
LG,Android,15.34,yes,no,8.0,16.0,64.0,4.0,4000.0,198.0,2019,443,4.696928611227632,5.766225050834909
LG,Android,13.84,yes,no,8.0,5.0,16.0,2.0,3000.0,148.0,2019,257,4.255328981627924,4.944353031302275
LG,Android,13.84,yes,no,8.0,5.0,16.0,1.0,3000.0,152.0,2019,380,4.089332020398556,4.6063694665635735
LG,Android,15.27,yes,no,8.0,13.0,32.0,2.0,3500.0,186.0,2019,255,4.643525139864555,5.082211492585477
LG,Android,15.37,yes,no,8.0,13.0,32.0,3.0,4000.0,194.0,2019,512,4.550608397995409,5.304299438225584
LG,Android,15.8,yes,no,8.0,16.0,64.0,4.0,4050.0,172.0,2019,223,4.4618770161616155,5.24802357249357
LG,Android,15.9,yes,no,8.0,16.0,32.0,3.0,4000.0,175.0,2019,200,4.582310891842009,4.86460709299957
LG,Android,15.72,yes,no,8.0,8.0,32.0,3.0,4000.0,164.0,2019,210,4.373994462976618,4.6946451924156944
LG,Android,15.29,yes,no,13.0,5.0,32.0,3.0,3500.0,179.0,2019,216,4.517649588458596,5.3004151646301825
LG,Android,15.29,yes,no,16.0,5.0,64.0,4.0,3300.0,172.0,2018,724,4.887940214078852,5.704049105773632
LG,Android,12.83,yes,no,13.0,5.0,16.0,2.0,4500.0,171.0,2018,628,4.358630056867486,5.19106617580106
LG,Android,7.62,no,no,2.0,1.3,4.0,0.5,1540.0,140.45,2014,750,3.027715319407042,3.9259259105971376
Meizu,Android,15.39,yes,yes,,20.0,128.0,8.0,4500.0,199.0,2020,186,5.167866937163971,6.272027589289678
Meizu,Android,15.37,yes,no,,16.0,128.0,6.0,4500.0,183.0,2019,449,4.665512414994253,5.526329049259107
Meizu,Android,15.37,yes,no,,8.0,32.0,2.0,4000.0,184.0,2019,190,4.290185431008302,5.1951766076285235
Meizu,Android,15.29,yes,no,,20.0,128.0,6.0,3600.0,166.0,2019,459,4.721084810584447,5.830679407844552
Meizu,Android,15.29,yes,no,,16.0,64.0,6.0,4000.0,165.0,2019,517,4.84229553482272,5.388660686445639
Meizu,Android,15.29,yes,no,,20.0,128.0,6.0,3600.0,165.0,2019,332,4.959412172685121,6.040659391288174
Micromax,Android,10.16,no,no,2.0,0.3,0.5,0.25,1500.0,146.5,2014,1016,3.043569602968151,3.9267145541711357
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500.0,89.0,2014,956,2.3869262414277967,3.664842876285695
Micromax,Android,10.03,no,no,2.0,0.3,0.2,0.25,2000.0,85.0,2013,680,2.856470206220483,4.244630641232919
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,89.0,2013,733,3.1086144306106633,4.094844437263752
Micromax,Android,7.75,no,no,0.3,0.3,16.0,4.0,2000.0,89.0,2013,1029,2.989714201228428,3.8842406244156944
Motorola,Android,15.37,yes,no,,16.0,128.0,6.0,5000.0,210.0,2020,242,4.829672813339932,5.704848572838198
Motorola,Android,15.42,yes,yes,,25.0,256.0,12.0,5000.0,203.0,2020,220,5.186882886101731,7.0907849183597715
Nokia,Android,16.56,yes,no,0.3,8.0,64.0,3.0,4000.0,200.0,2020,310,4.186011750747925,5.004885462115649
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,193,3.616308761279101,4.10016094754354
Nokia,Android,13.84,yes,no,0.3,5.0,16.0,2.0,3000.0,180.0,2020,356,4.055430468722875,4.591983624183916
Nokia,Others,5.18,no,no,0.3,0.0,0.1,0.03,1020.0,90.5,2020,272,2.9101743851923443,3.3998631586490187
Nokia,Others,5.18,no,no,0.3,0.0,0.06,,1020.0,91.3,2020,288,2.729159164312445,2.911263116927541
Nokia,Android,17.3,yes,yes,0.3,24.0,64.0,6.0,4500.0,220.0,2020,284,5.314043067009519,6.216845593362383
Nokia,Others,5.18,no,no,0.3,0.0,0.06,0.02,1200.0,88.2,2020,266,3.370738174177447,3.6990772790903823
Nokia,Others,5.18,yes,no,0.3,0.0,,0.02,1200.0,86.5,2019,234,2.7212954278522306,3.6883793290722537
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8.0,4300.0,180.0,2020,110,5.620944196347197,6.609308811083168
OnePlus,Android,16.64,yes,yes,,16.0,128.0,8.0,4300.0,180.0,2020,208,5.288166015491662,6.474106722399684
OnePlus,Android,16.94,yes,yes,,16.0,256.0,12.0,4085.0,206.0,2019,458,5.713402718033191,6.686160527657778
OnePlus,Android,16.94,yes,yes,,16.0,128.0,6.0,4000.0,206.0,2019,294,5.6709837629048145,6.6866471547799975
Oppo,Android,16.64,yes,yes,,32.0,128.0,8.0,4000.0,172.0,2020,187,5.170881643238353,6.153455837428686
Oppo,Android,16.33,yes,yes,,32.0,128.0,8.0,4000.0,183.0,2020,271,5.009634793762673,5.910254491682439
Oppo,Android,16.69,yes,yes,,32.0,128.0,6.0,4000.0,184.0,2020,100,5.033895987670808,5.672842051749564
Oppo,Android,16.64,yes,yes,,16.0,128.0,8.0,4000.0,186.0,2020,186,5.116615617633488,6.253482597804248
Oppo,Android,15.29,yes,no,,8.0,64.0,3.0,4230.0,168.0,2020,273,4.578312731818208,4.782479200958502
Oppo,Android,15.34,yes,yes,,32.0,128.0,8.0,4025.0,180.0,2020,146,5.412315470601449,5.988384809581059
Oppo,Android,15.34,yes,yes,8.0,32.0,128.0,8.0,4025.0,181.0,2019,397,4.868380246515384,6.088023946312739
Oppo,Android,15.37,yes,no,8.0,8.0,128.0,4.0,4230.0,180.0,2019,411,4.570371680445396,5.0158881403777045
Oppo,Android,15.34,yes,no,8.0,25.0,128.0,6.0,3600.0,169.5,2019,276,4.936199062943238,5.632572862299405
Oppo,Android,15.34,yes,no,8.0,32.0,128.0,4.0,4035.0,186.0,2019,205,4.941785269549052,5.800667171832983
Oppo,Android,16.59,yes,no,8.0,16.0,128.0,6.0,4020.0,190.0,2019,321,4.656718447868668,5.556287375014292
Oppo,Android,15.39,yes,yes,8.0,16.0,256.0,8.0,4065.0,215.0,2019,392,5.295613714973722,6.78083058540847
Oppo,Android,15.27,yes,no,8.0,5.0,32.0,2.0,4000.0,170.0,2019,296,4.322011202263895,4.605670061029742
Oppo,Android,15.29,yes,no,13.0,8.0,32.0,3.0,4230.0,168.0,2018,664,4.4577137165202165,5.437252880568814
Oppo,Android,10.29,yes,no,8.0,5.0,8.0,1.0,2000.0,135.0,2015,1076,4.024637149797281,5.009968405108552
Others,Android,16.43,yes,yes,8.0,20.0,128.0,6.0,4000.0,171.0,2019,317,5.570212986067941,6.803360963069636
Realme,Android,15.37,yes,no,,16.0,64.0,4.0,4300.0,191.0,2020,289,4.7026598072653485,5.302060352826871
Realme,Android,15.37,yes,no,,16.0,128.0,4.0,5000.0,199.0,2020,338,4.941570991486734,5.014162399872412
Realme,Android,15.37,yes,no,,5.0,32.0,3.0,5000.0,195.0,2020,111,4.498364181670282,4.606569206901798
Realme,Android,15.27,yes,no,,5.0,32.0,3.0,4000.0,166.0,2020,167,2.896464271895322,3.6908774567766094
Realme,Android,15.27,yes,no,,5.0,32.0,2.0,4000.0,166.0,2019,399,4.288677031682191,4.611351045063173
Samsung,Android,20.32,yes,no,5.0,2.0,16.0,1.5,4200.0,313.0,2015,909,4.326117440234365,5.348202169477035
Others,Android,15.34,yes,no,2.0,8.0,256.0,8.0,3130.0,141.0,2020,135,4.915665056505029,6.508292123069607
Others,Android,12.93,yes,no,8.0,8.0,64.0,4.0,3090.0,173.0,2019,523,4.180522258463153,5.3456302495986545
Others,Android,16.59,yes,yes,2.0,16.0,128.0,6.0,4500.0,210.0,2020,234,5.020849616503227,5.985371019219421
Others,Android,16.59,yes,no,8.0,24.0,128.0,6.0,3820.0,192.0,2019,414,5.0363030408448335,5.8022392139972325
Others,Android,17.78,yes,no,2.0,16.0,64.0,4.0,6000.0,220.0,2020,135,4.378896741664954,4.805577210328431
Others,Android,15.39,yes,no,2.0,8.0,32.0,2.0,5000.0,206.5,2020,153,4.084294226368599,4.791151703613533
Others,Android,15.39,yes,no,2.0,16.0,128.0,6.0,4000.0,203.0,2020,125,4.919469846344143,5.393172897560715
Others,Android,12.83,yes,no,2.0,5.0,16.0,2.0,2700.0,153.0,2020,123,3.629394807279044,4.246493239378686
Others,Android,12.7,yes,no,2.0,5.0,32.0,4.0,4000.0,234.0,2020,220,3.974809993526911,4.699388861227073
Others,Android,12.7,yes,no,13.0,5.0,16.0,2.0,4000.0,234.0,2020,173,4.2937417198063095,4.382276603429089
Others,Android,15.42,yes,no,12.0,16.0,128.0,8.0,5000.0,159.0,2018,413,5.175471536549191,5.700042155040478
Vivo,Android,16.36,yes,no,,32.0,128.0,8.0,4500.0,176.0,2020,343,5.052864298313966,5.766694674049188
Vivo,Android,16.59,yes,no,,16.0,64.0,4.0,5000.0,204.1,2020,246,4.801065862809164,5.0689042022202315
Vivo,Android,16.66,yes,yes,,32.0,128.0,8.0,4315.0,181.5,2020,145,5.5603354172443025,6.446116566068029
Vivo,Android,16.21,yes,no,,16.0,128.0,8.0,4500.0,190.2,2020,300,4.847331743138063,5.702781974322617
Vivo,Android,16.43,yes,no,,8.0,128.0,4.0,5000.0,197.0,2020,118,4.82326099366565,5.249652194566756
Vivo,Android,16.69,yes,yes,,16.0,128.0,6.0,4500.0,198.1,2020,312,4.954347089749467,5.857447322200351
Vivo,Android,17.5,yes,yes,,16.0,256.0,8.0,4500.0,219.5,2020,226,5.466878008091954,6.4472900145550955
Vivo,Android,16.36,yes,no,,32.0,128.0,8.0,4500.0,176.0,2020,199,5.192623461988973,5.5991994344637614
Vivo,Android,16.36,yes,yes,13.0,32.0,128.0,8.0,4350.0,196.5,2019,279,5.288014473552139,6.045455449676586
Vivo,Android,16.21,yes,no,13.0,16.0,128.0,8.0,4500.0,198.5,2019,212,4.770599875111828,5.793318439967056
Vivo,Android,16.59,yes,no,13.0,16.0,128.0,8.0,5000.0,193.0,2019,188,5.0643024353451915,5.435249221043181
Vivo,Android,16.21,yes,no,13.0,32.0,128.0,8.0,4500.0,186.7,2019,264,5.1047326174753715,5.801816214927566
Vivo,Android,16.13,yes,no,13.0,8.0,64.0,3.0,5000.0,191.5,2019,230,4.417755682128127,4.886809034892587
Vivo,Android,16.21,yes,no,13.0,16.0,64.0,6.0,4500.0,198.5,2019,259,4.6016640466588035,5.5597196299793366
Vivo,Android,16.13,yes,no,13.0,8.0,64.0,4.0,5000.0,190.0,2019,349,4.593603549616626,4.941928096086465
Vivo,Android,16.13,yes,no,13.0,16.0,128.0,4.0,5000.0,190.5,2019,500,4.907346704590325,5.245812812565887
Vivo,Android,17.5,yes,yes,13.0,16.0,256.0,8.0,4500.0,218.5,2019,288,4.940713419791213,6.594864794271538
Vivo,Android,17.5,yes,no,13.0,16.0,128.0,8.0,4500.0,217.3,2019,391,5.2784717383273305,6.461014948661562
Vivo,Android,16.28,yes,yes,13.0,12.0,128.0,8.0,4500.0,217.0,2019,204,4.911109574710704,6.215967174459823
Vivo,Android,16.28,yes,no,13.0,12.0,128.0,8.0,4500.0,215.0,2019,293,5.14435000325061,6.015376367154295
Vivo,Android,15.8,yes,no,8.0,5.0,16.0,2.0,4030.0,163.5,2019,456,3.966132331075178,4.485598050847247
Vivo,Android,16.21,yes,no,13.0,32.0,128.0,6.0,4500.0,179.0,2019,224,5.206859756059202,5.63589613359573
Vivo,Android,16.21,yes,no,13.0,12.0,64.0,6.0,4500.0,198.5,2019,451,4.735671994052249,5.523458920524919
Vivo,Android,16.59,yes,no,13.0,16.0,64.0,4.0,5000.0,204.1,2019,338,4.956108708074887,5.3047466543129405
Vivo,Android,16.23,yes,no,13.0,16.0,128.0,6.0,3700.0,185.0,2019,455,4.755829062273205,5.736217395799363
Vivo,Android,15.9,yes,no,13.0,16.0,64.0,4.0,3260.0,150.0,2019,431,4.614625344758847,5.071291287969602
Vivo,Android,16.13,yes,no,13.0,20.0,128.0,4.0,5000.0,190.5,2019,334,4.761831996001468,5.440511132251212
Vivo,Android,16.59,yes,no,13.0,16.0,128.0,6.0,3940.0,189.5,2019,415,5.116315758565002,5.561604282165096
Vivo,Android,15.8,yes,no,13.0,5.0,16.0,2.0,4030.0,163.5,2019,266,4.382151626862033,4.607966273290093
Vivo,Android,10.29,no,no,5.0,2.0,4.0,0.5,1900.0,130.0,2013,931,3.3792925462741055,4.699843799590773
Others,Android,12.93,yes,no,8.0,8.0,32.0,3.0,3400.0,145.0,2019,407,4.421487703554795,5.199380618688013
Others,Android,14.4,yes,no,13.0,8.0,16.0,2.0,2920.0,160.0,2019,233,4.523526196947581,5.013098923534229
Others,Android,15.21,yes,no,8.0,5.0,16.0,2.0,4000.0,185.0,2019,423,4.131800899266054,4.405498990859024
Others,Android,15.32,yes,no,8.0,16.0,128.0,6.0,4000.0,184.0,2019,470,4.8579502064306075,5.525891090141561
Others,Android,15.9,yes,no,8.0,8.0,64.0,3.0,4000.0,178.0,2019,280,4.337813479997556,5.1966168117216975
Xiaomi,Android,16.69,yes,yes,,20.0,128.0,8.0,4520.0,208.0,2020,318,4.852498904090656,5.66424437780871
Xiaomi,Android,16.69,yes,yes,,16.0,64.0,6.0,4520.0,205.0,2020,301,4.977492075503002,5.301312875527835
Xiaomi,Android,16.94,yes,yes,,16.0,128.0,6.0,4800.0,208.0,2020,319,5.120923647990379,5.523139508240802
Xiaomi,Android,16.94,yes,yes,,16.0,128.0,6.0,4500.0,208.0,2020,184,5.026246141610403,5.563792172875685
Xiaomi,Android,16.94,yes,no,,32.0,64.0,6.0,5020.0,209.0,2020,256,4.966753066279407,5.198718001325282
Xiaomi,Android,15.8,yes,no,,8.0,32.0,2.0,5000.0,188.0,2020,265,4.344065128386763,4.4953553199808844
Xiaomi,Android,15.8,yes,no,,8.0,32.0,2.0,5000.0,188.0,2020,321,3.4210000089583352,4.392224459650327
Xiaomi,Android,16.94,yes,no,,16.0,64.0,6.0,4500.0,208.0,2020,169,4.967310169357882,5.295513439215302
Xiaomi,Android,20.12,yes,yes,12.0,20.0,512.0,12.0,4050.0,241.0,2019,478,6.619433001642933,7.823341762931926
Xiaomi,Android,16.23,yes,no,12.0,20.0,128.0,8.0,4000.0,196.0,2019,382,5.360587692274161,6.211302641413465
Xiaomi,Android,16.23,yes,no,12.0,16.0,128.0,8.0,4000.0,191.0,2019,374,5.192289961902507,6.107267846601526
Xiaomi,Android,15.27,yes,no,12.0,32.0,64.0,4.0,4030.0,173.8,2019,396,4.792396362115501,5.129188403540065
Xiaomi,Android,16.23,yes,no,12.0,32.0,64.0,6.0,4030.0,179.0,2019,406,4.886280713056833,5.568191820349853
Xiaomi,Android,15.32,yes,no,12.0,13.0,32.0,3.0,4000.0,186.0,2019,338,4.687395126243761,4.93928249731768
ZTE,Android,16.89,yes,yes,,12.0,256.0,8.0,5100.0,215.0,2020,235,5.3908509679509695,6.39469382427457
ZTE,Android,16.89,yes,yes,,12.0,128.0,6.0,5100.0,210.0,2020,278,4.6520537718869415,5.740146547392127
ZTE,Android,15.24,yes,no,14.5,8.0,32.0,3.0,4000.0,160.0,2019,386,4.272211768666675,4.493232532747227
ZTE,Android,15.47,yes,no,16.0,5.0,32.0,3.0,3200.0,165.0,2019,325,4.4080598117206975,4.485936098064394
ZTE,Android,15.32,yes,no,14.5,16.0,64.0,3.0,3200.0,165.0,2019,347,4.498697941477575,5.0806587454643966
ZTE,Android,16.48,yes,no,14.5,8.0,128.0,4.0,5000.0,190.0,2019,343,4.573163389853005,4.872292344474511
ZTE,Android,16.89,yes,no,48.0,16.0,128.0,8.0,5000.0,215.0,2019,336,5.6680516647004024,6.708779812473747
ZTE,Android,16.31,yes,no,14.5,8.0,128.0,6.0,4000.0,186.0,2019,330,5.24391397766865,6.312478634079945
ZTE,Android,13.84,yes,no,13.0,8.0,16.0,2.0,2600.0,157.0,2019,474,4.297421451385996,4.383650315789979
ZTE,Android,12.7,yes,no,8.0,5.0,16.0,1.0,2000.0,144.0,2019,349,3.803992261214441,4.120986493168521
ZTE,Android,12.7,no,no,8.0,5.0,16.0,1.0,2000.0,144.0,2019,385,3.9314333989479695,4.102643365036796
ZTE,Android,16.89,yes,no,48.0,16.0,64.0,6.0,5000.0,215.0,2019,506,5.263725921778417,6.217723241322337
ZTE,Android,16.43,yes,no,14.5,20.0,128.0,6.0,4000.0,175.0,2019,333,5.029718708572522,6.15296670987361
ZTE,Android,13.84,yes,no,13.0,8.0,16.0,2.0,3200.0,135.0,2018,595,4.450152463721482,5.002468704763196
ZTE,Android,15.27,yes,no,16.0,5.0,32.0,2.0,3200.0,146.0,2019,420,4.339249605317823,4.412192049005608
Honor,Android,14.5,yes,no,13.0,5.0,64.0,3.0,3020.0,146.0,2020,138,4.466367783107633,4.695467823968872
Honor,Android,17.3,yes,yes,13.0,16.0,128.0,8.0,4300.0,213.0,2020,268,5.051905188294473,5.520660597691477
